,id,titre,objet,adrs_numvoie,adrs_typevoie,adrs_libvoie,adrs_codepostal,adrs_libcommune,siteweb,position,adrs,dept,region,social_object1_libelle,social_object2_libelle,longitude,latitude
1346140,W751171311,SOUTHERN CAMEROONS NATIONAL COUNCIL SCNC,réunion des camerounais du sud résidant en france et sympathisant de la cause sud camerounaise,17/19,BD,de la Muette,95140,Garges-lès-Gonesse,,A,17/19 BD de la Muette 95140 Garges-lès-Gonesse,Val-d'Oise,Île-de-France,ACTION SOCIOCULTURELLE,AUTRES,2.4164586,48.9745501
1346406,W751172035,CONSEIL DES CAMEROUNAIS DE LA DIASPORA (CCD),"oeuvrer pour l'instauration d'une société démocratique, l'efficacité d'un état de droit, la promotion des libertés et des droits fondamentaux, notamment les droits civiques et politiques des citoyens camerounaises de l'intérieur et de l'extérieur.",77 bis,RUE,Marcadet,75018,Paris,,A,77 bis RUE Marcadet 75018 Paris,Paris,Île-de-France,ACTIVITÉS POLITIQUES,AUTRES,2.346887,48.8902839
1346980,W751173780,COMMUNAUTE DES ENFANTS DE LOUM EN FRANCE (CELFRA),"promouvoir la solidarité, l'entente et le partage entre les membres de la diaspora entre ceux resident au cameroun à loum",44,RUE,Piat,75020,Paris,,A,44 RUE Piat 75020 Paris,Paris,Île-de-France,INTERVENTIONS SOCIALES,AUTRES,2.3845066,48.872674
1347852,W751176298,OVA INSEEC OBJECTIF VIVRE AUTREMENT,"association humanitaire, scolariser des enfants au cameroun, par lintermédiaire de lassociation ova, partenaire camerounais",27,AV,Claude Vellefaux,75010,Paris,,A,27 AV Claude Vellefaux 75010 Paris,Paris,Île-de-France,SERVICES ET ÉTABLISSEMENTS MÉDICO-SOCIAUX,AUTRES,2.3701518,48.8764089
1347939,W751176560,ASSOCIATION DES RESSORTISSANTS BABONE DE PARIS (ARBP),"instaurer une entraide en direction de ses adhérents et sympathisants ; mettre sur pied toutes les conditions possibles indispensables au bon fonctionnement d'une assistance entre les membres et sympathisants ; contribuer au regroupement des membres et sympathisants autour des thèmes suivants : peines, douleurs, gaietés, joies diverses, réjouissances, etc ; contribuer autant que faire se peut au développement du village babone situé au cameroun dans le département du haut-nkam ; aider ses membres à mieux sinsérer et sintégrer sur le territoire français et dans lespace européen, ainsi quaux cultures correspondantes",47 D,RUE,des FRANCS BOURGEOIS,75004,Paris,,A,47 D RUE des FRANCS BOURGEOIS 75004 Paris,Paris,Île-de-France,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,2.360432,48.8578168
1347998,W751176711,ESPACE CULTUREL GACHA,"promotion et développement de la vie culturelle française, camerounaise et africaine ; dialogue entre les cultures, renforcement de la solidarité en oeuvrant sur le plan culturel, social et humanitaire",7,RUE,des Epinettes,75017,Paris,,A,7 RUE des Epinettes 75017 Paris,Paris,Île-de-France,INTERVENTIONS SOCIALES,AUTRES,2.3216853,48.8943706
1348225,W751177317,MEDCA MANYU ELEMENTS DEVELOPMENT AND CULTURAL ASSOCIATION,"réunir tous les ressortissants de manyu, la province du sud ouest au cameroun, résidant en france et les sensibiliser de manière a être autonome, fiable, à réaliser des projets, self reliant, projects, promouvoir et développer davantage notre culture",4,AV,Debidour,75019,Paris,,A,4 AV Debidour 75019 Paris,Paris,Île-de-France,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),CULTURE/ PRATIQUES D'ACTIVITÉS ARTISTIQUES/ PRATIQUES CULTURELLES,2.3972892,48.8813681
1350617,W751183683,ASSOCIATION CENTRE J.B. DE LA SALLE,"développer les compétences des personnes dont la maîtrise insuffisante de la langue française constitue un obstacle à leur insertion professionnelle, en france ; apporter à tous jeunes ou adultes, par la formation, tout outil susceptible de favoriser leur insertion professionnelle ; remettre à niveau tous jeunes en situation d'échec scolaire désireux de reprendre leurs études, préparer un concours administratif ou intégrer une formation professionnalisante ; apporter les savoirs de base aux personnes en difficulté face à ceux-ci ;aider les jeunes des écoles élémentaires et secondaires dans leur scolarité ; au cameroun, en partenariat avec l'association de la salle, lutter activement contre l'analphabétisme et surtout l'illettrisme qui ronge la jeunesse de ce pays et son insertion professionnelle",72,BD,Mortier,75020,Paris,,A,72 BD Mortier 75020 Paris,Paris,Île-de-France,ÉDUCATION  FORMATION,INTERVENTIONS SOCIALES,2.4092426,48.8688689
1351106,W751184917,LES AMIS DE MOUDA,le soutien des activités de la fondation bethléem de mouda et des uvres sociales du nord -cameroun,24,RUE,de Milan,75009,Paris,,A,24 RUE de Milan 75009 Paris,Paris,Île-de-France,INTERVENTIONS SOCIALES,AUTRES,2.3272279,48.8787974
1353200,W751189761,ASSOCIATION DES FILLES BIKOK EN FRANCE AFIBIF,"se connaître et se rassembler pour s'entraider et faire vivre en commun ce qui reste de leur tradition et de leur culture ; l'association s'occupe des difficultés de ses membres en france, mais elle s'intéresse également à l'évolution sociale économique et culturelle de la région bikok ; elle est la filiale de l'afibik du cameroun, mais son fonctionnement est autonome",36,RUE,Sauffroy,75017,Paris,,A,36 RUE Sauffroy 75017 Paris,Paris,Île-de-France,CULTURE/ PRATIQUES D'ACTIVITÉS ARTISTIQUES/ PRATIQUES CULTURELLES,AUTRES,2.3216306,48.8921914
1353800,W751191215,ASSOCIATION POUR LA DIFFUSION PANAFRICAINE DE LA PSYCHOMOTRICITE ADPP,accompagner l'institut panafricain de psychomotricité et de ralaxation ippr à une autonomie financière et pédagogique d'ici 3 ans; soutenir la création d'un diplôme d'état de psychomotricité camerounais et permettre à l'ippr d'intégrer l'opr (organisation internationale de psychomotricité et de relaxation); trouver des financements pour aider au développement local de l'ippr; promouvoir l'internationalité de la psychomoyticité; permettre à des étudiants en psychomotricité et des professionnels de se rendre sur place,9,RUE,du Bouquet de longchamp,75016,Paris,,A,9 RUE du Bouquet de longchamp 75016 Paris,Paris,Île-de-France,SANTÉ,AUTRES,2.2904229,48.8655281
1354096,W751200080,ASSOCIATION NYINGONE FRANCE,"créer un centre d'accueil pour les malades du vih dans la ville de yaoundé au cameroun, mettre en place une prévention active en une information efficiente, promouvoir les droits et devoirs de l'enfant que soit sa nationalité et son âge, mettre en oeuvre toutes actions de prévention sur la violence, la maltraitance, la mise en situation de risques envers l'enfant, défendre les droits de l'enfant victime de violences physiques, sexuel, de mise en danger, d'atteinte à sa dignité, promouvoir et soutenir la réalisation de dispositifs d'aide aux victimes de maltraitances, organiser des conférences, séminaires, colloques sur les droits de l'enfant et tous sujets s'y rattachant, observer les systèmes de protection mis en place",26,RUE,des Rigoles,75020,Paris,,A,26 RUE des Rigoles 75020 Paris,Paris,Île-de-France,DÉFENSE DE DROITS FONDAMENTAUX/ ACTIVITÉS CIVIQUES,AUTRES,2.3935682,48.872028
1354437,W751200428,TROIS EN UN AIME TON PROCHAIN (ATP),"rendre visite aux malades dans les hôpitaux, aux personnes âgées dans les maisons de retraite et dans les centres de détention (aumônerie, gospel, théâtre, etc); aider les personnes marginalisées (ceux ayant fini de purger une peine de prison, les sdf par le biais des maraudes à pieds et en voitures, les toxicomanes) à se réinsérer dans la vie sociale en créant une entreprise d'insertion; soutenir les familles en difficultés, selon leurs besoins; assister les orphelins, les veuves qui manqueraient d'appuis; aider le pauvre qui implore du secours; prendre en charge, en les parrainant, les enfants mineurs de la rue et les jeunes en rupture socio-éducative, plongés dans la misère; soutenir la cause des étrangers (demandeurs d'asile, immigrés de toute nationalité); sensibiliser le public sur des questions du sida ou du cancer du col de l'utérus et du sein (par des campagnes de sensibilisation), et assister ceux qui sont atteints par lesdites maladies dans les pays d'afrique en voie de développement tels que la cote d'ivoire, le mali, le togo, la guinée, le bénin, le congo, la république démocratique du congo (kinshasa et sa proche région), le burkina faso, le cameroun etc.",12,RUE,Basfroi,75011,Paris,,A,12 RUE Basfroi 75011 Paris,Paris,Île-de-France,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,DÉFENSE DE DROITS FONDAMENTAUX/ ACTIVITÉS CIVIQUES,2.3799555,48.8542503
1354741,W751200732,BAZOU GENERAL DE FRANCE (BGF),"promouvoir l'union , l'entraide, l'entente et l'esprit de solidarité entre ses membres ; concourir à la formation intellectuelle, culturelle et professionnelle de ses membres dans le perspective d'approfondir les échanges d'information entre les bazouais et les français ; entretenir les relations avec toutes les organisations poursuivant des objectifs similaires ; concourir à la promotion de la culture française et à la sauvegarde des intérêts traditionnels du village bazou et du cameroun",3,RES,le Gai Logis,93350,Le Bourget,,A,3 RES le Gai Logis 93350 Le Bourget,Seine-Saint-Denis,Île-de-France,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),AUTRES,2.4258354,48.9351403
1354855,W751200846,POLE D'ACTION POUR LE RAYONNEMENT DU CAMEROUN (PARC),camerounais et amis du cameroun a pour vocation à encourager l'insertion des camerounais en france ; promouvoir les projets de développement économique et de la culture du cameroun,4,ALL,Valentin Abeille,75018,Paris,,A,4 ALL Valentin Abeille 75018 Paris,Paris,Île-de-France,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),AUTRES,2.362173,48.9016231
1354874,W751200865,"EGLISE PRESBYTERIENNE CAMEROUNAISE EN FRANCE, ASSOCIATION CHRETIENNE MAPUPI","rassembler toutes les personnes croyant en dieu et professant la foi chrétienne par l'évangile suivant les rites de l'église presbytérienne camerounaise et de mener les actions visant à créer, développer et renforcer l'éducation populaire et le lien social",18,AV,Dumont d'Urville,93270,Sevran,,A,18 AV Dumont d'Urville 93270 Sevran,Seine-Saint-Denis,Île-de-France,ACTIVITÉS RELIGIEUSES/ SPIRITUELLES OU PHILOSOPHIQUES,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),2.5247878,48.9467986
1354889,W751200880,"ENFANCE, SOLIDARITE POUR LE CAMEROUN","répondre à des buts de solidarité et d'humanité depuis la france, pays de résidence de ses membres, vers le cameroun ; mettre en place un centre médical et socio-éducatif de référence,dédié ; aux consultations médicales et paramédicales dans le cadre de diagnostics difficiles ou de pathologies rares de l'enfant ;  au développement de solutions d'hébergement pour enfants et mères précoces ; à la promotion de l'éducation mère-enfant à travers la mise en place de structures éducatives (bibliothèques) et cellules de planning familial",146,BD,Macdonald,75019,Paris 19e,,A,146 BD Macdonald 75019 Paris 19e,Paris,Île-de-France,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,2.3784853,48.8990228
1355233,W751201224,ASSOCIATION DES ARTISTES DES MONTAGNES - ASARMON,"promouvoir par enseignements et par exhibitions les danses folkloriques africaines ; notamment celles du cameroun et particulièrement le ben skin, bafia ebassa, l'assiko bassa, le bikut-si-eilan et toutes les autres danses camerounaises",28,RUE,de Chaufourniers,75019,Paris,,A,28 RUE de Chaufourniers 75019 Paris,Paris,Île-de-France,CULTURE/ PRATIQUES D'ACTIVITÉS ARTISTIQUES/ PRATIQUES CULTURELLES,AUTRES,2.3200410217200766,48.8588897
1355315,W751201306,EGLISE PRESBYTERRIENNE REFORMEE DU CAMEROUN  -  CONSISTOIRE ZOETELE  -  PAROISSE FRANCE-SUISSE - CHAPELLE DE PARIS (EPRC - PARIS),"regrouper les personnes des deux sexes, sans distinction raciale ni socioculturelle, pour la célébration du culte persbytérien, la proclamation de l'evangile de jésus christ à toute l'humanité, l'administration des sacrements, la promotion des valeurs chrétiennes ; la cure d'âme et l'enseignement de la doctrine chrétienne, l'encadrement et la formation des membres à travers ses structures spécialisées",9,RUE,Tristan Tzara,75018,Paris,,A,9 RUE Tristan Tzara 75018 Paris,Paris,Île-de-France,ACTIVITÉS RELIGIEUSES/ SPIRITUELLES OU PHILOSOPHIQUES,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),2.3650661,48.8948322
1355565,W751201556,ASSOCIATION DES DESCENDANTS DE SUZANNE NGO NDAB-BETEHE  ADENSUB,"favoriser le rapprochement des membres, promouvoir leur solidarité, ainsi que faciliter les échanges et la coopération dans les domaines socio-culturels et éducatifs entre la france et certaines zones rurales défavorisées au cameroun",24,PL,Charles Fillion,75017,Paris,,A,24 PL Charles Fillion 75017 Paris,Paris,Île-de-France,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),AUTRES,2.3159456,48.8885491
1355794,W751201785,CONSEIL DES COMMUNAUTES PRESBYTERIENNES CAMEROUNAISES DE FRANCE - CCPCF,"développer la foi chrétienne, maintenir une communion spirituelle entre les différentes communautés et le culte évangélique ; promouvoir la coordination des associations cultuelles de l'epc entre lui et les églises soeurs ; assurer la célébration du culte et une entraide matérielle au profit de ces dernières ; assurer la formation de ses membres ; il est chargé de la médiation et de la réconciliation des associations cultuelles qui le composent",7 bis,RUE,du Pasteur Wagner,75011,Paris,,A,7 bis RUE du Pasteur Wagner 75011 Paris,Paris,Île-de-France,ACTIVITÉS RELIGIEUSES/ SPIRITUELLES OU PHILOSOPHIQUES,AUTRES,2.3695587,48.8558207
1355904,W751201895,CERCLE D'AMITIE ET DE COOPERATION DE LA JEUNESSE FRANCO-CAMEROUNAISE POUR LE CO-DEVELOPPEMENT (CAMICOJE),"regrouper des jeunes camerounais, français et franco-camerounais, qui souhaitent nouer des relations d'amitié, fraternité pouvant aboutir à la mise en place de projets communs, privés ou nationaux visant à l'épanouissement mutuel des deux jeunesses",16,AV,du Président Wilson,75016,Paris,www.camicoje.org,A,16 AV du Président Wilson 75016 Paris,Paris,Île-de-France,CLUBS/ CERCLES DE RÉFLEXION,CLUBS DE LOISIRS/ RELATIONS,2.2954307,48.8650276
1356237,W751202228,LA  SOCIETE DES AMIS DE CINE RATION,"réhabiliter le cinéma ration d'edéa au cameroun ; contribuer au développement des activités de ciné ration ; participer au développement durable des salles de cinéma en afrique, puis dans le reste du monde ; promouvoir la culture africaine au travers ou d'événements culturels ; favoriser les échanges nord-sud et la découverte inter-culturelle",199,RUE,de Vaugirard,75015,Paris,,A,199 RUE de Vaugirard 75015 Paris,Paris,Île-de-France,ACTION SOCIOCULTURELLE,AUTRES,2.3107386,48.8422849
1356641,W751202632,ANYANG ADA MENGUE'E (FRATERNITE MVOG-ADA),"regrouper dans un cadre commun, les ressortissants de la famille mvog-ada, quelque soit leur origine, cameroun, gabon, guinée equatoriale et autre dans le but de resserrer les liens familiaux, de mettre en oeuvre des actions humanitaires et culturelles dans la limite des possibilités de l'association",5,PAS,petit cerf,75017,Paris,,A,5 PAS petit cerf 75017 Paris,Paris,Île-de-France,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),AUTRES,2.3163993,48.8934344
1357011,W751203002,"""COEUR D'AFRIQUE"" - ASSOCIATION ROGER MILLA","récolter les fonds sur le territoire français afin d'aider les orphelins au cameroun, principalement ceux dont les parents sont décédés de sida ; ces enfants sont parfois atteints de sida ou pas ; l'association de france versera 80 % des sommes récoltées à la fondation coeur d'afrique cameroun et roger milla  prendra totalement en charge la nutrition, la santé et les formations professionnelles 20 % des sommes restantes sont pour le fonctionnement et l'initiation de nouveaux projets pouvant drainer d'autres fonds ; recycler les anciens footballeurs camerounais par la formation et la recherche d'emploi dans leur domaine",7 bis,RUE,Décres,75014,Paris,,A,7 bis RUE Décres 75014 Paris,Paris,Île-de-France,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),AUTRES,2.3149538,48.8329199
1357411,W751203402,FORUM CAMEROUNAIS ET AMIS DU CAMEROUN (FOCAC),"promouvoir avec les jeunes issus de l'immigration un dialogue constructif leur permettant de mieux asseoir leurs perspectives s'avenir en matière scolaire et professionnel en vue de les motiver davantage dans leurs efforts d'insertion dans la société française ; organiser et initie des débats des colloques sur notre environnement culturel, économique et social aussi bien national qu'international, en vue de créer à notre niveau, des synergies favorables au co-développement entre la france et le cameroun et plus généralement avec tous les pays africains",33,RUE,Polonceau,75018,Paris,,A,33 RUE Polonceau 75018 Paris,Paris,Île-de-France,AIDE À L'EMPLOI/ DÉVELOPPEMENT LOCAL/ PROMOTION DE SOLIDARITÉS ÉCONOMIQUES/ VIE LOCALE,AUTRES,2.3520955,48.885868
1357648,W751203639,NDOL'A BON'EPEE A NGANDO O FRENSI (UNION ET SOLIDARITE DE LA FAMILLE BON'EPEE A NGANDO EN FRANCE),"favoriser le recensement des membres de la famille et leur rassemblement; la facilitation des contacts entre les membres de la famille et une meilleure connaissance; l'union, l'entraide et la solidarité au sein de notre famille; la connaissance et la promotion de la culture et de la civilisation du peuple sawa, ainsi que des peuples du cameroun et d'afrique; la connaissance de l'histoire de notre famille ainsi que celles de la principauté d'akwa, du peuple duala et de la communauté sawa; mise en oeuvre de toutes actions connexes se rattachant au présent objet et permettant la réalisation des objectifs de l'association",1,RUE,Robert Houdin,75011,Paris,,A,1 RUE Robert Houdin 75011 Paris,Paris,Île-de-France,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),PRÉSERVATION DU PATRIMOINE,2.3757113,48.8701747
