id,titre,objet,adrs_numvoie,adrs_typevoie,adrs_libvoie,adrs_codepostal,adrs_libcommune,siteweb,position,mot_cle
W121000856,ASSOCIATION DES PARENTS D'ELEVES DE L'ECOLE SAINTE-MARIE DE SAINT SERNIN SUR RANCE,"grouper les chefs de famille ayant la charge des enfants inscrits à l'école, apporter un soutien matériel et moral à l'école, aux familles et aux maîtres par toutes activités utiles, s'entendre avec toutes associations semblables",,,,12380,Saint-Sernin-sur-Rance,,A,Ecole
W121000863,OGEC DU SAINT-SERNINOIS DE L'ECOLE SAINTE MARIE,"assurer conformément aux disposition législatives ou réglementaires, la fondation et l'entretien d'écoles catholiques reconnues comme telles par l'autorité caonique compétente, notamment la gestion de l'école privée de st. sernin sur rance, ainsi que la gestion de tout ce qui, de près ou de loin, directement ou indirectement, se rapporte à l'éducation et à l'enseignement, à cet effet, acquérir tous immeubles nécessaires à la réalisation de son objet ou en avoir la jouissance,",,,,12380,Saint-Sernin-sur-Rance,,A,Loin
W121000874,OGEC DE L'ECOLE PRIVEE MIXTE DE SAINT MICHEL,"organiser par tous les moyens appropriés le fonctionnement matériel des ecoles libres et notamment de l'école catholique de camarès, engager les directeurs et maîtres, assurer leurs rémunérations, s'intéresser à leur perfectionnement, à leur retraite, en conformité avec le statut des directeurs et maîtres de l'enseignement libre, acquérir ou prendre en location tous immeubles jugés utiles aux fins ci-dessus indiquées, établir et entretenir des rapports suivis dans le cadre des attributions st",27,RUE,du Barry,12360,Camarès,,A,Ecole
W121000875,ASSOCIATION DE PARENTS D'ELEVES DE L'ECOLE PRIVEE MIXTE DE LA CAVALERIE,"grouper les chefs de famille ayant la charge des enfants inscrits à l'école, toutes activités susceptibles d'apporter un soutien matériel et moral à l'école, aux familles et aux maîtres, l'entente avec toutes les associations semblables",,,,12230,La Cavalerie,,A,Ecole
W121000876,AMICALE ECOLE EUGENE SELLES (A.E.E.S.),réunir autour de l'école un groupe de bonne volonté facilitant les oeuvres péri et post scolaires,,AV,Jean Jaurès,12100,Millau,,A,Post
W121000892,ACCUEIL PAYSAN MIDI-PYRENEES,"rassembler, fédérer au sein de ses 8 départements les individus et associations départementales 'accueil paysan', composée de paysans qui ont pour but de promouvoir l'accueil comme activité complémentaire leur permettant de vivre, et d'aider des jeunes à s'installer en valorisant leur environnement et leur production paysanne",11,RUE,du château,12270,Najac,,A,Midi
W121000895,AMICALE DES ANCIENS ELEVES DE L'ECOLE PAUL BERT,créer des liens d'amitié entre les anciens et nouveaux élèves de l'école,10,RUE,Saint-Jean,12100,Millau,,A,Ecole
W121000896,PARENTS ET AMIS DE L'ECOLE LAIQUE DU LARZAC,promouvoir les liens intergénérationnels ; les échanges artistiques ; culturels ;  socioculturels et sportifs ; la vie associative et locale ;,,,,12100,Millau,,A,Ecole
W121000914,COMITE DES FETES DU VIALA DU PAS DE JAUX,"faire des animations dans le village (fête votive, quines)",,,,12250,Viala-du-Pas-de-Jaux,,A,Viala
W121000918,ASSO KART,promouvoir le sport mécanique dans le département de l'aveyron,,,,12520,Verrières,,A,Asso
W121000939,SANTE NATURELLE,"la promotion, la formation et le développement de la pratique de la naturopathie tel que le définit le collège de naturopathie rénovée andré lafon et tout autre soin hors d'un cadre réglementé, cette association peut également acheter et vendre des produits alimentaires, cosmétiques, huiles essentielles, livres ... nécessaires de près ou de loin à la pratique de la naturopathie et aux médecines douces",312,CHEM1,du Bouthou,12400,Saint-Affrique,,A,Loin
W121000940,COMITE DEPARTEMENTAL DE L'AVEYRON DE NATATION,"réunir les sociétés de natation, de plongeoirs, de water-polo et de natation artistique, en vue de l'étude en commun des problèmes relatifs au développement des sports de la natation dans le département de l'aveyron, sans jamais pouvoir s'immiscer dans la direction et le et le fonctionnement des dites sociétés",5,ESPA,St-Marc,12000,Onet-le-Château,,A,Polo
W121000959,ASSOCIATION DES PARENTS D'ELEVES ET D'ELEVES DE L'ANTENNE DE SEVERAC LE CHATEAU DE L'ECOLE NATIONALE DE MUSIQUE DE L'AVEYRON,"favoriser par la pratique musicale l'épanouissement de tous les individus, l'amélioration de leurs connaissances, développer par tous moyens, dans le souci d'une qualité accrue, l'enseignement de la musique, du chant, de l'art lyrique ou dramatique, promouvoir et organiser des activités visant à développer une pratique collective de la musique, contribuer activement au bon fonctionnement de l'antenne de l'école nationale de musique de l'aveyron, aider au développement de la vie musicale",,CHEM1,des Vialettes,12150,Lapanouse de Sévérac,,A,Ecole
W121001002,ASSOCIATION DE PARENTS D'ELEVES DE L'ENSEIGNEMENT LIBRE DE L'ECOLE ET COLLEGE ST. MICHEL,"favoriser et garantir le libre choix de l'école, conformément au droit naturel des parents à l'éducation et à l'instruction de leurs enfants, selon leur conscience, promouvoir le caractère propre de l'enseignement catholique, exprimé dans le projet éducatif de l'établissement, en collaboration avec ses responsables et les organismes concernés, mettre en oeuvre et faire connaître le projet du mouvement des apel et renforcer le sentiment d'appartenance à un mouvement national, à cet effet, adhérer",,RUE,Michel de Pontault,12370,Belmont-sur-Rance,,A,Ecole
W121001033,ASSOCIATION REGIONALE DE FORMATION PROFESSIONNELLE EQUESTRE MIDI-PYRENEES,"formations initiales, continues, apprentissages et alternances dans le cadre de la centrale de compétences et d'appui opérationnel (ccao), sport en milieu rural, sport de compétition, sport en milieu handicapé, environnement et éducation populaire, activités de spectacles équestres, activités de tourisme équestre",,RTE,de Combret,12370,Belmont-sur-Rance,,A,Midi
W121001104,ASSOCIATION DES AMIS DE LA BIBLIOTHEQUE MUNICIPALE DU VIALA DU TARN,"organiser des animations culturelles autour de la bibliothèque municipale, du livre, des arts et de la culture (musique, venue de conteurs, d'auteurs, de peinture, etc.), animer et organiser des manifestations diverses dans le domaine de la lecture, de l'art et de la culture au viala du tarn, participer à des manifestations semblables en partenariat avec d'autres associations poursuivant des buts similaires, l'association se réserve le droit de vendre les livres mis au pilon par la bibliothèque",,,,12490,Viala-du-Tarn,,A,Viala
W121001136,ECOLE ET TERRITOIRE,"regrouper parents d'élèves, élus, enseignants, amis, en vue d'agir en commun pour obtenir de l'education nationale les emplois et les moyens matériels nécessaires pour offrir à tous les enfants sur le territoire national, en ville comme dans les villages et les hameaux, une école maternelle, une école primaire et des collèges grâce au maintien et l'extension si nécessaire du réseau actuel des classes notamment des petits collèges et des petites écoles, promouvoir la réalité des petites école",,,,12360,Mélagues,,A,Ecole
W121001156,LES AMIS DE L'ECOLE LAIQUE DE  LA COMMUNAUTE DE COMMUNES DE MILLAU GRANDS CAUSSES,o,5a,RUE,de la Saunerie,12100,Millau,,A,Ecole
W121001157,SOCIETE SCOLAIRE ET POST-SCOLAIRE DE TIR DE MILLAU,o,,,,12100,Millau,,A,Post
W121001172,OEUVRE DES PUPILLES DE L'ECOLE PUBLIQUE,o,,,,12100,Millau,,A,Ecole
W121001173,"SOCIETE SCOLAIRE ET POST-SCOLAIRE DE TIR, D'EDUCATION SPORTIVE ET DE SPORTS DE PAUL BERT",o,,,,12100,Millau,,A,Post
W121001215,L'ASSO COUNTRY 12,le développement et la valorisation de la danse country et de la danse en ligne,9,BD,Saint-Antoine,12100,Millau,,A,Asso
W121001226,ASSOCIATION USEP DE L'ECOLE PUBLIQUE DE SAINT-BEAUZELY,"former à la responsabilité, au civisme, à l'autonomie par la pratique d'activités physiques, sportives et de pleine nature, d'activités socio-culturelles, dans le cadre d'un fonctionnement démocratique, en ce sens, contribuer à l'éducation globale des enfants",,,,12620,Saint-Beauzély,,A,Ecole
W121001257,ORGANISME DE GESTION DE L'ECOLE CATHOLIQUE,xx,,,,12550,Saint-Juéry,,A,Ecole
W121001315,ART-EN-CIEL,"créer un atelier de peinture ouvert aux diverses techniques : sèche, eau, huile, travailler et encourager les techniques de la peinture, maintenir et développer entre les participants les liens qui se sont créés à cette occasion, organiser des expositions et participer à toute manifestation culturelle",129,AV,JEAN JAURES,12100,Millau,,A,Ouvert
W121001331,ASSOCIATION DES PARENTS D'ELEVES DE L'ECOLE PUBLIQUE DE SAINT BEAUZELY,"la gestion de la garderie de l'école de st. beauzély, l'organisation de manifestations diverses, animations sportives et culturelles, aide aux actions pédagogiques de l'école de st. beauzély",,,,12620,Saint-Beauzély,,A,Ecole
W121001348,"LE VIALA , RIVE GAUCHE",réserver aux seuls adhérents le droit d'interdire la chasse au gros et petit gibier sur leurs propriétés,,,,12400,Calmels-et-le-Viala,,A,Viala
W121001361,ECOLE D'ECHECS DE SAINT AFFRIQUE,promouvoir le jeu d'échecs et initier les personnes intéressées,"55,",BD,Emile Borel,12400,Saint-Affrique,,A,Ecole
W121001378,COLLECTIF BALA RODA,promouvoir la pratique des arts du cirque et de la rue dans tous les milieux sociaux de la population,10,AV,du Pont Lerouge,12100,Millau,,A,Bala
W121001391,O.G.E.C. ECOLE PRIVEE D'AGUESSAC,"assumer juridiquement, dans le respect du droit français d'une part, des textes fondamentaux de l'enseignement catholique et des accords conclus en son sein d'autre part, la gestion d'établissements d'enseignement fondés par l'autorité canonique compétente",,,,12520,Aguessac,,A,Ecole
W121001395,ASSOCIATION DES PARENTS D'ELEVES DE L'ECOLE DU ROC NANTAIS,"de permettre aux parents d'élèves de l'école de concevoir et réaliser toute initiative pouvant concourir au bon déroulement de la vie scolaire, périscolaire et post-scolaire.",,RUE,de la condamine,12230,Nant,,A,Post
W121001419,FOYER RURAL DE SAINTE EULALIE DE CERNON,"aménager dans son périmètre un centre d'aspect plaisant offert et ouvert à tous, étudier en commun les questions d'ordre technique et social intéressant la vie rurale sous tous ses aspects, développer l'éducation des milieux ruraux en matière syndicale, mutualiste et coopérative en liaison avec les organismes professionnels, favoriser la pratique de l'éducation physique et sportive, organiser les loisirs de la collectivité par la création et l'usage de bibliothèques, par des conférences, ré",,,,12230,Sainte-Eulalie-de-Cernon,,A,Ouvert
W121001424,SERVICE INTERENTREPRISES DE SANTE AU TRAVAIL DE MILLAU GRANDS CAUSSES (S.I.S.T. MILLAU GRANDS CAUSSES),"assurer l'organisation, le fonctionnement et la gestion du service interentreprises de santé au travail dans le cadre des dispositions législatives et réglementaires en vigueur avec pour finalité d'éviter toute altération de la santé des salariés des entreprises adhérentes du fait de leur travail ; à cette fin, conduire les actions de santé au travail dans le but de préserver la santé physique et mentale des travailleurs tout au long de leur parcours professionnel ; conseiller les employeurs, les travailleurs et leurs représentants sur les dispositions et mesures nécessaires afin d'éviter ou de diminuer les risques professionnels, d'améliorer les conditions de travail, de prévenir la consommation d'alcool et de drogue sur le lieu de travail, de prévenir ou de réduire la pénibilité au travail et la désinsertion professionnelle et de contribuer au maintien dans l'emploi des travailleurs ; assurer la surveillance de l'état de santé des travailleurs en fonction des risques concernant leur sécurité et leur santé au travail, de la pénibilité au travail et de leur âge, et participer au suivi et contribuer à la traçabilité des expositions professionnelles et à la veille sanitaire",32,RUE,Alfred Guibert,12100,Millau,,A,Long
W121001446,O.G.E.C. DE L'ECOLE PRIVEE DE ROQUEFORT,"dans le respect du droit français, d'une part, des textes fondamentaux de l'enseignement catholique et des accords conclus en son sein  d'autre part, assumer juridiquement la gestion d'établissements d'enseignement fondés par l'autorité canonique compétente, se livrer à toute activité se rapportant directement ou indirectement à l'éducation, l'enseignement, la formation et la culture sous toutes leurs formes, pouvoir réaliser toutes les activités parascolaires telles que l'accueil, le transport,",,CHEM1,du Mas,12250,Roquefort-sur-Soulzon,,A,Ecole
W121001459,ASSOCIATION DES AMIS DE LA MUSIQUE DE SAINT-AFFRIQUE,promouvoir la vie musicale dans le saint-affricain et prolonger l'activité de l'ecole de musique,,BD,Aristide Briand,12400,Saint-Affrique,,A,Ecole
W121001461,O.G.E.C. DE L' ECOLE SAINTE-AGNES,"assumer juridiquement, dans le respect du droit français, la gestion de l'établissement d'enseignement nommé dans l'article 2 : l'organisme de gestion a la responsabilité de la gestion économique, financière et sociale de l'établissement, il l'exerce conformément aux projets de l'école, il contribue à assurer la mise en uvre matérielle du projet éducatif, il est l'employeur des personnels de droit privé » l'ogec peut se livrer à toute activité de gestion se rapportant directement ou indirectement, à l'éducation, l'enseignement, la formation et la culture sous toutes leurs formes et d'une manière générale se livrer à toute activité en lien avec son objet principal, l'ogec peut passer convention avec l'etat, les collectivités territoriales ainsi qu'avec tout organisme concourant même partiellement à son objet, l'ogec peut acquérir tous les biens nécessaires à la réalisation de son objet ou en avoir la jouissance",,AV,de la Gare,12560,Saint-Saturnin-de-Lenne,,A,Ecole
W121001496,COMITE DES FÊTES DE LAPEYRE,"l'organisation, au niveau de la commune, et plus particulièrement au niveau du village de lapeyre, de manifestations festives pouvant avoir lieu tout au long de l'année, la fête du 15 aoùt étant la fête principale",,RUE,du presbytère,12400,Versols-et-Lapeyre,,A,Long
